Date,Open,High,Low,Close,Adj Close,Volume
2018-05-03,160.080002,163.380005,156.100006,161.020004,161.020004,688900
2018-05-04,160.899994,164.550003,156.25,164.149994,164.149994,515300
2018-05-07,164.83999599999999,166.699997,164.199997,165.729996,165.729996,413500
2018-05-08,163.240005,167.679993,163.240005,167.479996,167.479996,523300
2018-05-09,168.330002,171.949997,167.440002,171.5,171.5,485000
2018-05-10,171.970001,173.110001,171.169998,172.309998,172.309998,426900
2018-05-11,172.559998,173.199997,171.0,172.130005,172.130005,553300
2018-05-14,172.300003,172.639999,166.570007,166.970001,166.970001,322000
2018-05-15,165.899994,165.899994,163.779999,165.479996,165.479996,529700
2018-05-16,165.270004,166.229996,164.059998,165.279999,165.279999,431300
2018-05-17,165.479996,165.990005,163.53999299999998,164.580002,164.580002,310800
2018-05-18,164.320007,165.949997,163.25,164.929993,164.929993,345700
2018-05-21,165.809998,166.759995,163.41000400000001,164.520004,164.520004,259000
2018-05-22,164.580002,164.929993,163.169998,163.449997,163.449997,363800
2018-05-23,162.320007,164.169998,161.100006,164.16000400000001,164.16000400000001,399600
2018-05-24,164.009995,164.610001,161.850006,163.220001,163.220001,527900
2018-05-25,163.059998,163.740005,161.740005,162.320007,162.320007,322700
2018-05-29,161.199997,162.860001,160.490005,161.58999599999999,161.58999599999999,350100
2018-05-30,158.869995,164.449997,158.869995,162.889999,162.889999,412000
2018-05-31,162.990005,163.979996,161.78999299999998,162.800003,162.800003,965300
2018-06-01,163.809998,166.190002,163.0,165.800003,165.800003,474800
2018-06-04,165.809998,168.199997,165.559998,168.08999599999999,168.08999599999999,275500
2018-06-05,159.770004,170.71000700000002,159.770004,170.020004,170.020004,470900
2018-06-06,170.080002,171.639999,169.28999299999998,171.53999299999998,171.53999299999998,485600
2018-06-07,171.990005,171.990005,168.66000400000001,170.869995,170.869995,840500
2018-06-08,170.639999,172.58999599999999,169.759995,172.229996,172.229996,467100
2018-06-11,172.53999299999998,173.350006,170.009995,172.990005,172.990005,317000
2018-06-12,173.369995,176.119995,172.83999599999999,175.96000700000002,175.96000700000002,396200
2018-06-13,175.779999,178.059998,175.41000400000001,175.78999299999998,175.78999299999998,472100
2018-06-14,176.669998,178.149994,175.03999299999998,176.919998,176.919998,415200
2018-06-15,176.919998,178.33999599999999,175.699997,177.779999,177.779999,760900
2018-06-18,176.919998,178.279999,175.570007,177.919998,177.919998,342600
2018-06-19,176.529999,177.690002,175.380005,176.759995,176.759995,584300
2018-06-20,179.779999,183.479996,179.0,182.729996,182.729996,668500
2018-06-21,183.679993,184.949997,180.830002,181.899994,181.899994,485100
2018-06-22,182.399994,182.399994,178.380005,179.320007,179.320007,975100
2018-06-25,179.050003,179.050003,175.220001,177.149994,177.149994,775900
2018-06-26,177.5,178.83999599999999,176.490005,177.270004,177.270004,398700
2018-06-27,177.83999599999999,179.720001,171.58999599999999,171.690002,171.690002,510100
2018-06-28,171.53999299999998,174.28999299999998,171.229996,172.929993,172.929993,571500
2018-06-29,173.380005,175.33999599999999,173.179993,174.179993,174.179993,700700
2018-07-02,173.419998,176.71000700000002,172.389999,176.0,176.0,346600
2018-07-03,176.899994,176.899994,172.970001,173.33999599999999,173.33999599999999,259600
2018-07-05,174.429993,175.46000700000002,172.740005,175.380005,175.380005,436900
2018-07-06,175.16000400000001,178.059998,175.16000400000001,177.71000700000002,177.71000700000002,371600
2018-07-09,178.41000400000001,179.899994,176.800003,177.149994,177.149994,621600
2018-07-10,176.520004,178.33999599999999,176.169998,176.46000700000002,176.46000700000002,439900
2018-07-11,175.449997,177.580002,175.03999299999998,176.690002,176.690002,530300
2018-07-12,177.880005,181.03999299999998,177.300003,180.149994,180.149994,614500
2018-07-13,180.119995,180.759995,179.21000700000002,179.720001,179.720001,451900
2018-07-16,180.369995,180.720001,178.279999,178.78999299999998,178.78999299999998,310900
2018-07-17,178.529999,181.100006,177.860001,180.639999,180.639999,296200
2018-07-18,180.919998,181.490005,179.770004,180.880005,180.880005,323100
2018-07-19,180.33999599999999,182.0,179.809998,180.350006,180.350006,259500
2018-07-20,180.240005,180.979996,178.740005,178.919998,178.919998,353400
2018-07-23,179.119995,179.419998,176.979996,177.630005,177.630005,957600
2018-07-24,173.380005,179.389999,173.380005,175.259995,175.259995,668300
2018-07-25,175.91000400000001,177.740005,175.580002,177.509995,177.509995,434300
2018-07-26,176.449997,178.029999,176.03999299999998,176.990005,176.990005,388000
2018-07-27,179.100006,179.100006,173.46000700000002,174.16000400000001,174.16000400000001,480300
2018-07-30,174.110001,174.330002,168.139999,168.5,168.5,366100
2018-07-31,169.740005,170.41000400000001,167.5,168.880005,168.880005,629100
2018-08-01,168.5,171.08999599999999,168.5,170.350006,170.350006,511800
2018-08-02,170.350006,173.199997,170.199997,173.149994,173.149994,470400
2018-08-03,170.350006,173.509995,170.350006,173.270004,173.270004,401400
2018-08-06,172.720001,175.919998,170.0,175.66000400000001,175.66000400000001,574500
2018-08-07,174.800003,176.83999599999999,170.0,172.779999,172.779999,577700
2018-08-08,173.380005,174.740005,170.96000700000002,172.869995,172.869995,578700
2018-08-09,173.300003,174.320007,171.690002,172.009995,172.009995,339100
2018-08-10,171.16000400000001,171.949997,170.059998,171.529999,171.529999,393800
2018-08-13,171.820007,172.820007,170.130005,171.029999,171.029999,337200
2018-08-14,172.050003,173.759995,171.199997,173.520004,173.520004,304600
2018-08-15,172.240005,173.25,169.720001,171.389999,171.389999,402800
2018-08-16,172.440002,173.479996,171.729996,172.110001,172.110001,361500
2018-08-17,172.03999299999998,172.53999299999998,170.350006,172.25,172.25,298700
2018-08-20,172.949997,173.729996,171.570007,172.529999,172.529999,404500
2018-08-21,172.53999299999998,174.869995,172.490005,173.949997,173.949997,390100
2018-08-22,173.759995,175.729996,172.75,175.080002,175.080002,309800
2018-08-23,175.149994,177.490005,175.149994,175.679993,175.679993,333300
2018-08-24,176.679993,178.419998,176.059998,178.100006,178.100006,231300
2018-08-27,179.110001,182.779999,178.080002,180.270004,180.270004,720000
2018-08-28,180.0,184.850006,179.940002,184.100006,184.100006,540300
2018-08-29,184.029999,186.059998,183.630005,185.619995,185.619995,424400
2018-08-30,184.320007,185.860001,184.320007,185.369995,185.369995,322900
2018-08-31,185.449997,187.119995,185.360001,185.979996,185.979996,487800
